Orthogroup	ostreococcus_tauri	arabidopsis_thaliana
OG0005395	ostta05g02340, ostta05g03520	AT1G26550
OG0005396	ostta15g01760	AT1G73770, AT3G18240, AT4G21460
OG0005397	ostta02g02930	AT5G18440
OG0005398		ATCG00700
OG0005399		AT5G12200
OG0005400	ostta17g01890	AT5G58410
OG0005401	ostta07g01830	AT1G66510
OG0005402	ostta07g03740	AT1G65030
OG0005403	ostta02g05390	AT2G18900, AT3G26480
OG0005404		AT1G76170, AT2G44270
OG0005405		AT4G07990
OG0005406		AT5G49810
OG0005407		
OG0005408		
OG0005409	ostta15g00200	AT1G48170
OG0005410	ostta04g02600	AT1G13330
OG0005411	ostta03g03010	AT5G13830
OG0005412	ostta09g01340	AT3G09310
OG0005413		AT1G26840
OG0005414	ostta02g02010	AT4G02060
OG0005415	ostta01g03000, ostta08g01790	
OG0005416		
OG0005417		AT1G73160, AT4G19460, AT5G59070
OG0005418		AT2G44060
OG0005419	ostta09g03350	AT3G03500, AT5G17570
OG0005420	ostta06g03000	AT4G04880
OG0005421	ostta18g00800	AT4G30010
OG0005422	ostta07g04610	AT2G18850
OG0005423		AT3G62010
OG0005424		AT4G38240
OG0005425	ostta01g02940	AT4G13670
OG0005426	ostta18g00080	AT5G24350
OG0005427		AT2G26230
OG0005428	ostta13g00170	AT1G51110
OG0005429	ostta17g00280	AT3G62940
OG0005430		AT5G10470, AT5G65460
OG0005431	ostta10g02800	AT4G14965
OG0005432	ostta04g00070	AT1G71500
OG0005433		
OG0005434	ostta10g01600	AT5G58450
OG0005435	ostta01g04250	AT5G57300
OG0005436		AT4G22550
OG0005437	ostta04g03490	AT5G16850
OG0005438	ostta11g02530	
OG0005439	ostta06g01340	AT3G11945
OG0005440	ostta02g03140	AT3G15190
OG0005441		AT3G06930, AT5G49020
OG0005442	ostta09g03130	AT2G27750, AT5G05210
OG0005443	ostta13g02670	AT4G30150
OG0005444	ostta18g00070	AT4G00560
OG0005445		AT4G25970, AT5G57190
OG0005446		AT2G23390
OG0005447	ostta01g06370	AT4G29520
OG0005448	ostta16g00880	AT2G14870, AT5G12190
OG0005449	ostta07g00780	AT1G04870
OG0005450	ostta01g06465	AT1G02330
OG0005451	ostta02g05370	AT4G35490
OG0005452		AT3G30841, AT4G09520
OG0005453	ostta04g05190	AT5G46390
OG0005454		AT5G01160
OG0005455	ostta01g02845	AT5G22130
OG0005456	ostta04g03980	AT4G20960
OG0005457		AT1G29700
OG0005458		AT5G46020
OG0005459	ostta06g02470	AT3G20920
OG0005460	ostta13g01060	AT5G23120
OG0005461		
OG0005462	ostta17g01640	AT5G13680
OG0005463		
OG0005464	ostta09g03060	AT2G30200
OG0005465		AT2G18630, AT3G28310, AT4G34320, AT4G34330, AT5G66675
OG0005466	ostta05g03670	AT2G44510, AT5G03830
OG0005467	ostta03g05970	AT5G52980
OG0005468		AT2G39960, AT4G04200
OG0005469		AT1G64584, AT4G10810, AT4G24026
OG0005470	ostta04g01440	AT2G42310, AT3G57785
OG0005471	ostta07g01780	AT3G10405
OG0005472	ostta03g05370	AT2G40430
OG0005473	ostta04g04820	AT3G19720
OG0005474	ostta04g03820, ostta06g00410	AT2G23370, AT4G34090
OG0005475		AT3G26670
OG0005476		
OG0005477		AT1G67650, AT1G67680
OG0005478	ostta01g01860	AT3G21300
OG0005479		AT2G02160
OG0005480		AT5G63910
OG0005481	ostta02g05090	
OG0005482	ostta16g01010	AT1G53000
OG0005483		AT5G40670
OG0005484	ostta07g02855	AT4G32930
OG0005485		AT1G74910, AT2G04650
OG0005486		AT5G22480, AT5G37340
OG0005487	ostta07g00130	AT1G50490, AT3G20060
OG0005488	ostta16g02250	AT1G73820
OG0005489	ostta02g00490	AT3G12530
OG0005490	ostta06g00990	AT4G38120
OG0005491		AT2G25280
OG0005492		AT3G15390, AT5G58720
OG0005493	ostta01g04330	AT2G38270
OG0005494	ostta17g01390	AT1G12410
OG0005495	ostta16g01370	AT1G63660
OG0005496	ostta15g00220	AT1G16445
OG0005497		AT5G15170
OG0005498	ostta01g00410	AT1G48160
OG0005499	ostta12g00400	AT2G40860
OG0005500	ostta12g00640	AT4G08790
OG0005501	ostta14g01000	AT1G48380
OG0005502		AT1G61900, AT2G30700
OG0005503	ostta01g03420, ostta04g03800	AT1G16780, AT1G78920
OG0005504	ostta03g02150	AT2G07110, AT3G46210
OG0005505		AT2G01330, AT3G18060
OG0005506		AT5G63220
OG0005507	ostta09g02290	AT3G27640
OG0005508	ostta10g03380	AT1G29260
OG0005509	ostta13g00960	AT2G05620
OG0005510	ostta03g00610	AT2G38050
OG0005511	ostta06g00530	AT1G08640
OG0005512		AT2G42070
OG0005513	ostta17g01910	AT5G20660
OG0005514		AT5G52290
OG0005515	ostta09g00990	AT1G21690
OG0005516	ostta05g02070	AT1G44920
OG0005517	ostta06g02620	AT5G43822
OG0005518		AT5G48340
OG0005519		AT5G52580
OG0005520	ostta11g00050	AT1G63970
OG0005521	ostta11g02060	AT3G06455, AT4G01000
OG0005522	ostta02g05470	AT4G10050
OG0005523	ostta03g03670	AT1G21760
OG0005524	ostta06g01710	AT5G17990
OG0005525	ostta09g04400	AT2G34860
OG0005526	ostta03g01500	AT4G00231
OG0005527	ostta07g01960	AT5G19940
OG0005528	ostta07g03210	AT1G35530, AT1G36020
OG0005529		AT1G66680
OG0005530	ostta10g02000	AT2G26470
OG0005531	ostta08g01070	AT1G26170
OG0005532	ostta02g00630	AT5G58130
OG0005533	ostta11g02290	AT3G62140
OG0005534	ostta16g01760	AT5G61770
OG0005535		AT2G25730
OG0005536		AT1G77710
OG0005537	ostta01g01290	AT1G62780
OG0005538	ostta03g02690	AT2G31490
OG0005539		AT4G39370
OG0005540	ostta18g01865	AT2G35360
OG0005541	ostta03g02760	AT4G29910
OG0005542	ostta04g03230	AT2G47970, AT3G63000
OG0005543		AT3G21290
OG0005544	ostta08g03850	
OG0005545	ostta06g02910	AT3G59390
OG0005546	ostta14g00690	AT5G66470
OG0005547		AT1G74250
OG0005548		AT5G58760
OG0005549	ostta04g02930, ostta05g03980, ostta05g04030	AT4G08210, AT5G10690
OG0005550		AT3G05540, AT3G16640
OG0005551	ostta01g06010	AT5G14520
OG0005552	ostta11g01450	AT4G22285, AT4G22350, AT4G22410
OG0005553	ostta05g02940	AT3G20780
OG0005554	ostta03g00900	AT2G18410
OG0005555	ostta10g02220	AT2G34090
OG0005556		AT3G21200
OG0005557		AT5G11010
OG0005558	ostta15g00405	AT4G33060
OG0005559		AT3G60300
OG0005560	ostta11g01750	AT5G11900
OG0005561	ostta01g03090	AT1G11780
OG0005562	ostta05g04480	AT5G24630
OG0005563		AT4G30890
OG0005564	ostta06g01750	AT5G19280
OG0005565		AT2G37400, AT3G09490, AT3G18420, AT3G53560, AT4G39470, AT5G02590
OG0005566		
OG0005567	ostta09g02390	AT1G61280, AT2G39445
OG0005568	ostta08g03170	AT3G24080
OG0005569	ostta06g02900	AT1G69190, AT4G30000
OG0005570	ostta02g00087, ostta02g01040	AT5G64150
OG0005571		
OG0005572		AT1G68590, AT5G15760
OG0005573	ostta17g00840	AT1G14620
OG0005574	ostta13g01970	
OG0005575	ostta11g02790	AT1G65230
OG0005576		AT2G27450
OG0005577		AT2G19640
OG0005578	ostta08g00740	AT4G21520
OG0005579	ostta03g01640, ostta09g03190	
OG0005580	ostta12g00530	AT1G31730
OG0005581	ostta12g01450	AT5G09830
OG0005582	ostta09g00420	AT2G27340, AT3G58130
OG0005583	ostta16g01590	AT1G49380
OG0005584	ostta01g06430	AT1G60550
OG0005585		
OG0005586	ostta09g01580	AT2G20830
OG0005587	ostta13g02870	
OG0005588	ostta04g03920, ostta13g00140	
OG0005589	ostta03g00970	AT2G29530
OG0005590	ostta03g00740	AT1G10510
OG0005591	ostta01g02160	
OG0005592		AT1G15550, AT1G80330, AT1G80340, AT4G21690
OG0005593	ostta06g04560	
OG0005594	ostta01g04900	
OG0005595		
OG0005596		
OG0005597		
OG0005598		
OG0005599		
OG0005600		
OG0005601		
OG0005602		
OG0005603		
OG0005604		
OG0005605		
OG0005606		
OG0005607		
OG0005608		
OG0005609	ostta15g02310	AT5G12130
OG0005610	ostta14g01105	AT1G72190
OG0005611		AT5G26820
OG0005612		AT5G66680
OG0005613		AT4G29735
OG0005614		AT1G20225, AT1G76020
OG0005615	ostta01g04310	AT5G50840
OG0005616		
OG0005617	ostta01g02895	AT4G15520
OG0005618		AT5G24130
OG0005619	ostta10g03430	AT4G33030
OG0005620		AT2G31440
OG0005621		
OG0005622	ostta17g01200	AT4G24550
OG0005623		AT1G51405
OG0005624		AT4G18760, AT5G45770
OG0005625		
OG0005626		AT1G08110
OG0005627		AT1G03750
OG0005628		AT1G70620
OG0005629	ostta05g00420	AT3G49410, AT5G24450
OG0005630	ostta02g04710	AT5G08470
OG0005631	ostta14g01090	AT3G50685
OG0005632	ostta04g03090	AT2G43640
OG0005633		AT5G54080
OG0005634	ostta07g03400	AT2G20690
OG0005635	ostta03g01400	AT3G01790
OG0005636	ostta07g00040	AT3G02790, AT5G16470
OG0005637		AT5G11080, AT5G25270
OG0005638	ostta02g05520	AT1G01290
OG0005639	ostta13g01910	AT5G38660
OG0005640	ostta18g00940	AT1G50480
OG0005641	ostta03g03960	AT1G01210, AT4G07950
OG0005642		AT1G03250
OG0005643		AT4G33140
OG0005644	ostta14g00645	AT1G45110
OG0005645	ostta12g01030	AT2G26540
OG0005646	ostta14g00470	AT5G11960
OG0005647	ostta03g05040	AT4G02790
OG0005648		AT1G10500
OG0005649	ostta15g01380	AT5G05200
OG0005650	ostta04g02760	AT1G04945
OG0005651	ostta01g02620	AT1G05730, AT1G05740, AT2G31725, AT2G43720
OG0005652	ostta02g02490	AT1G15440
OG0005653		AT1G12380, AT1G62870
OG0005654	ostta12g02485	AT1G63160
OG0005655		AT3G54170
OG0005656	ostta03g02340	AT3G09720
OG0005657		AT1G07950, AT1G16430
OG0005658		AT5G21040
OG0005659		AT2G27090, AT4G39790
OG0005660		AT3G09540, AT3G55140
OG0005661		
OG0005662	ostta11g01420	AT4G34070, AT5G06260
OG0005663		AT1G31480
OG0005664	ostta05g02170	AT3G27460, AT5G40550
OG0005665	ostta07g04220	AT5G52110
OG0005666	ostta02g03200	AT1G11880
OG0005667	ostta05g03420	AT5G01230
OG0005668	ostta05g02418	AT2G21280
OG0005669	ostta03g00940	AT5G18525
OG0005670		AT2G15320, AT3G59510, AT5G66330
OG0005671		AT2G39580
OG0005672	ostta03g00360	AT3G23700
OG0005673		AT1G64660
OG0005674		AT1G52330, AT4G13270
OG0005675	ostta05g03110	AT5G37055
OG0005676	ostta08g01470	AT4G24880
OG0005677	ostta07g02170	AT5G38890
OG0005678	ostta06g02980	AT2G40780
OG0005679		AT3G18620
OG0005680		AT5G18480
OG0005681		AT3G45740
OG0005682		AT1G79985
OG0005683	ostta20g00920	AT4G02530
OG0005684	ostta05g04980	AT4G02260
OG0005685		
OG0005686		AT4G38370
OG0005687		AT5G27450
OG0005688	ostta01g02570	
OG0005689		AT3G18165
OG0005690	ostta10g00970	AT2G31955
OG0005691		AT5G57460
OG0005692	ostta17g02220	AT5G06360
OG0005693		AT3G09890, AT5G39920
OG0005694		AT2G19950
OG0005695		AT5G04830
OG0005696	ostta15g00900	AT3G63140
OG0005697	ostta16g01390	AT5G18070
OG0005698		AT1G72390
OG0005699		AT2G43090, AT2G43100, AT3G58990
OG0005700		AT1G67210, AT5G38600
OG0005701		AT5G11620
OG0005702	ostta02g03450	AT5G64630
OG0005703	ostta13g01590	AT5G04920
OG0005704		AT4G30840
OG0005705	ostta11g01130	AT1G19140
OG0005706	ostta03g03490	AT2G37970
OG0005707	ostta05g00180	AT5G66130
OG0005708	ostta03g04040	AT2G19240, AT4G29950, AT5G57210
OG0005709	ostta07g03570	AT2G02500
OG0005710		AT3G50030, AT5G10200, AT5G43120
OG0005711	ostta09g02730	AT3G13180
OG0005712		AT3G57910
OG0005713		AT4G01880
OG0005714	ostta03g02200	AT3G10540, AT5G04510
OG0005715		AT2G35320
OG0005716	ostta04g02370	AT1G35340
OG0005717		AT3G14910
OG0005718	ostta04g02060	AT5G65860
OG0005719	ostta11g02410	AT2G26590
OG0005720	ostta14g01300	AT3G11220
OG0005721	ostta16g01480	AT4G31790
OG0005722	ostta16g02065	AT4G12590
OG0005723	ostta08g00340, ostta15g01310	AT1G74530
OG0005724		AT3G17810
OG0005725	ostta16g01910	AT2G26930
OG0005726	ostta14g00500	AT3G21110
OG0005727	ostta12g02930	AT3G48195
OG0005728		AT5G51150
OG0005729	ostta10g01260	AT1G53580
OG0005730	ostta06g03680	AT5G17170
OG0005731	ostta04g00020, ostta16g02630	AT4G20350
OG0005732	ostta10g03140	AT4G37200
OG0005733	ostta08g01510	AT5G35690
OG0005734	ostta02g02340	AT2G03667
OG0005735	ostta07g01360	AT3G47630
OG0005736	ostta07g03230	AT3G52300
OG0005737	ostta11g00470	AT3G17880, AT4G22670
OG0005738	ostta06g02150	AT1G05055
OG0005739	ostta01g03080	AT2G17240, AT3G24506
OG0005740	ostta01g02130	AT2G23840
OG0005741	ostta08g03210	AT3G61540
OG0005742	ostta09g01100	AT3G66658
OG0005743	ostta08g01810	AT3G26580
OG0005744	ostta03g04080	AT5G19050
OG0005745	ostta02g01790	AT3G58140
OG0005746	ostta01g00140	AT3G48420
OG0005747		AT2G03390
OG0005748		AT2G35110
OG0005749		AT2G33740
OG0005750	ostta05g02235	AT2G32160, AT2G32170
OG0005751		AT2G22570
OG0005752	ostta08g00920	AT2G19560
OG0005753		AT1G63610
OG0005754	ostta03g02370	AT1G17850
OG0005755	ostta06g00900	AT5G01510
OG0005756	ostta03g02560	AT3G03070
OG0005757	ostta10g03290	AT3G06980
OG0005758	ostta07g01380	AT1G49980
OG0005759	ostta08g00170	AT1G65700
OG0005760	ostta15g02320	AT2G19870
OG0005761		AT2G19880
OG0005762	ostta15g00765	AT5G62030
OG0005763	ostta10g01870	AT2G20360
OG0005764	ostta13g01440	AT1G26520
OG0005765	ostta12g01720	
OG0005766	ostta14g01430	AT2G22650
OG0005767		AT4G21895, AT5G52890, AT5G54930
OG0005768	ostta07g01570	
OG0005769		
OG0005770	ostta01g05420	AT3G44600
OG0005771	ostta01g01200	AT1G72020
OG0005772		
OG0005773		AT1G20110
OG0005774	ostta14g02930	AT5G08540
OG0005775	ostta01g00130, ostta08g02480	
OG0005776	ostta04g03970	AT3G07910
OG0005777	ostta15g00210	AT1G71430
OG0005778	ostta05g00990	AT5G19855
OG0005779	ostta07g02320	
OG0005780	ostta16g02590	AT1G16720
OG0005781	ostta08g03340	AT1G03600
OG0005782	ostta01g05640	AT1G78915
OG0005783	ostta08g01680	AT3G27310
OG0005784	ostta16g02010	AT1G76630
OG0005785		AT3G50560
OG0005786		
OG0005787	ostta03g00110, ostta05g03150	
OG0005788		
OG0005789		
OG0005790		
OG0005791		
OG0005792		
OG0005793		
OG0005794		
OG0005795		
OG0005796		
OG0005797		
OG0005798		
OG0005799		AT2G44650, AT3G60210
OG0005800	ostta13g01750	AT3G17930
OG0005801	ostta01g00270	AT2G43560
OG0005802	ostta18g00660	AT2G44920
OG0005803		AT1G01710
OG0005804		
OG0005805		AT1G18880, AT1G27080, AT1G69870, AT3G47960, AT5G62680
OG0005806	ostta03g01440	AT1G18060
OG0005807	ostta14g02795	AT3G60810
OG0005808	ostta04g03300	AT2G23940, AT4G30500
OG0005809	ostta08g02180	AT1G52980
OG0005810		AT4G19190
OG0005811		AT3G27700
OG0005812		AT3G26890, AT5G41110
OG0005813		AT5G18410
OG0005814		AT1G49730, AT3G19300
OG0005815	ostta02g03630	AT1G72320
OG0005816	ostta14g00185	AT3G17670
OG0005817	ostta14g00850	AT2G44580
OG0005818	ostta04g04265	AT1G80500
OG0005819		AT1G24560, AT3G49055
OG0005820	ostta01g05290, ostta04g00860	AT5G66530
OG0005821		AT4G39420
OG0005822	ostta11g01120	AT2G38780
OG0005823	ostta11g00640	AT3G03890
OG0005824		AT1G72990
OG0005825	ostta16g02045	AT1G21710
OG0005826		AT5G03280
OG0005827		AT4G24330, AT5G49945
OG0005828	ostta11g00480	AT5G02130
OG0005829	ostta03g01380	AT5G63830
OG0005830	ostta02g03750	AT4G25315
OG0005831	ostta05g04190	AT1G52530
OG0005832	ostta04g03840	AT2G36740
OG0005833	ostta09g01450	AT5G19130
OG0005834		AT2G37680
OG0005835	ostta02g04700, ostta10g03500	AT3G26070, AT3G26080
OG0005836	ostta14g02810	AT5G48120
OG0005837		ATCG00590
OG0005838	ostta11g03100	AT1G53760
OG0005839		AT4G21150
OG0005840	ostta12g01020	AT3G09660
OG0005841		AT1G24330, AT1G27910, AT1G67530
OG0005842	ostta05g04110	AT3G27730
OG0005843	ostta09g01770	AT4G32820
OG0005844		AT4G11175
OG0005845		AT1G63720, AT1G76660
OG0005846		AT4G15420
OG0005847	ostta02g00690	AT5G46280
OG0005848	ostta02g05220	AT2G35790
OG0005849	ostta06g00590	AT1G77620
OG0005850		AT3G29390
OG0005851		AT3G15110
OG0005852		AT1G54150
OG0005853		AT4G21580
OG0005854	ostta17g02020	AT4G28830
OG0005855		AT4G00090
OG0005856	ostta12g00330	AT5G49510
OG0005857		AT4G17580, AT5G47120, AT5G47130
OG0005858		AT3G56720
OG0005859	ostta08g02060	AT5G61530
OG0005860		AT3G52610
OG0005861	ostta05g03820	AT1G29070
OG0005862		AT5G03220, AT5G03500
OG0005863		AT1G31190
OG0005864		AT5G40160, AT5G66055
OG0005865		AT1G12970, AT3G11330, AT3G26500, AT5G05850
OG0005866		AT1G16020, AT1G80910
OG0005867		AT2G34050
OG0005868		AT1G18620, AT1G74160, AT3G02170, AT5G15580
OG0005869		AT3G20720
OG0005870	ostta04g05250	AT5G53920
OG0005871	ostta12g00030	AT2G21870
OG0005872		AT5G52200
OG0005873	ostta16g01490	AT5G64816
OG0005874	ostta01g03900	AT2G40650
OG0005875		AT1G30300, AT4G03610
OG0005876	ostta04g03900	AT5G08740
OG0005877	ostta07g04060	AT5G22620
OG0005878		
OG0005879		AT2G25590, AT4G32440, AT5G20030
OG0005880		AT1G51720
OG0005881		AT3G27340
OG0005882		AT3G19220
OG0005883		AT2G36810
OG0005884		AT1G08480
OG0005885	ostta05g04720	AT3G53220
OG0005886	ostta20g00330	AT5G19910
OG0005887		AT5G55960
OG0005888	ostta03g05280	AT5G48790
OG0005889		AT4G06634
OG0005890	ostta13g02060	AT4G16630
OG0005891		AT2G25120, AT3G43990, AT4G11560, AT4G23120
OG0005892	ostta06g03220	AT4G14890
OG0005893		AT3G21350
OG0005894		AT5G10720
OG0005895	ostta14g01100	AT1G20410
OG0005896	ostta11g00860	AT5G03905
OG0005897		AT1G28320
OG0005898	ostta16g01070	AT5G16690
OG0005899	ostta15g00870	AT5G08270, AT5G23200
OG0005900	ostta01g03360	AT5G39600
OG0005901		AT2G14680
OG0005902		AT2G20825, AT4G28190
OG0005903	ostta06g01450	AT5G23290
OG0005904		AT2G39300, AT3G55060
OG0005905	ostta03g05910	AT5G62530
OG0005906	ostta02g04980	AT3G05410
OG0005907	ostta12g01630	AT1G17890, AT1G73250
OG0005908	ostta18g00850	AT4G38225
OG0005909		AT5G26940
OG0005910	ostta08g03350	AT5G58110
OG0005911		AT4G01810
OG0005912		AT5G62140
OG0005913	ostta06g03550	AT4G39920
OG0005914	ostta05g02620	AT5G50870
OG0005915	ostta14g01820	
OG0005916	ostta02g03170	AT5G64250
OG0005917		AT1G06110
OG0005918	ostta16g01920	AT4G15510
OG0005919	ostta13g01090	AT5G20930
OG0005920		AT3G22530, AT4G14830
OG0005921		AT2G44660
OG0005922	ostta15g01850	AT5G18660
OG0005923	ostta07g00240	AT1G48580
OG0005924		AT1G03000
OG0005925	ostta04g02810	AT3G28460
OG0005926	ostta11g00970	AT2G20930
OG0005927	ostta01g03230	AT2G28605
OG0005928	ostta20g00660	AT5G51545
OG0005929		AT5G59960
OG0005930	ostta16g01120	AT5G51170
OG0005931	ostta12g02160	AT1G69340
OG0005932	ostta03g00480	AT5G67530
OG0005933	ostta02g04720	AT3G52040
OG0005934		AT4G17050
OG0005935		AT2G42240, AT3G13700
OG0005936	ostta07g01205	AT3G20390
OG0005937	ostta09g01160	AT2G21860
OG0005938	ostta01g02330, ostta05g02890	AT4G28020
OG0005939	ostta04g02690	AT3G60370
OG0005940		AT5G15530, AT5G16390
OG0005941	ostta14g01870	AT2G22260
OG0005942	ostta16g00420	AT2G04700
OG0005943	ostta05g03210	AT4G09730
OG0005944	ostta13g00320	AT3G56040
OG0005945		
OG0005946		
OG0005947	ostta10g02025	
OG0005948	ostta05g02880	AT3G12930
OG0005949	ostta12g01780	AT5G62840
OG0005950		AT3G48380
OG0005951		AT2G43400
OG0005952	ostta09g02910	AT2G48070
OG0005953	ostta05g03460	AT5G09680
OG0005954		
OG0005955	ostta11g01280	AT2G02765, AT3G11470
OG0005956	ostta01g01120	AT1G30130
OG0005957	ostta02g00340	AT1G32200
OG0005958		AT2G31620, AT3G21900, AT3G21910, AT3G21920, AT3G21930, AT3G21940, AT3G21945, AT3G21960, AT3G21970, AT3G21980, AT3G21990, AT3G22000, AT3G22010, AT3G22020, AT3G22030, AT3G22040, AT3G22050, AT3G22053, AT3G22057, AT3G22060, AT3G29040, AT3G29050, AT3G58310, AT4G20530, AT4G20540, AT4G20550, AT4G20560, AT4G20570, AT4G20580, AT4G20590, AT4G20600, AT4G20610, AT4G20620, AT4G20630, AT4G20640, AT4G20645, AT4G20670, AT4G20680
OG0005959	ostta16g02220	AT3G04780
OG0005960		
OG0005961		
OG0005962	ostta07g03450, ostta09g02510, ostta14g01690, ostta19g00140, ostta19g00400, ostta19g00490	
OG0005963	ostta12g01080	
OG0005964		
OG0005965		
OG0005966		
OG0005967		
OG0005968		
OG0005969		
OG0005970		
OG0005971		
OG0005972		
OG0005973		
OG0005974		
OG0005975		
OG0005976	ostta02g01780	AT1G53690, AT5G41010
OG0005977		AT1G28190, AT5G12340
OG0005978	ostta20g00630	AT1G60430
OG0005979		AT1G18000, AT1G18010
OG0005980		AT1G64430
OG0005981	ostta15g02820	AT2G37560
OG0005982		AT1G09710, AT1G58220
OG0005983	ostta07g03030	AT5G48870
OG0005984	ostta13g00500	AT1G07040, AT1G27020, AT1G27030
OG0005985	ostta17g02240	AT5G64670
OG0005986		AT3G45310, AT5G60360
OG0005987		AT1G76730
OG0005988		AT2G27310, AT2G36090, AT3G44326
OG0005989		AT3G24495
OG0005990		AT4G25330
OG0005991		AT3G24160
OG0005992	ostta11g01400	AT1G67630
OG0005993		AT1G21410, AT1G77000
OG0005994	ostta08g02980	AT1G72050
OG0005995		
OG0005996	ostta01g04810	AT3G61870
OG0005997		
OG0005998	ostta02g00740, ostta07g04130	AT5G06240
OG0005999		AT3G07210
OG0006000		
OG0006001		AT4G33980, AT5G42900
OG0006002		AT4G25610
OG0006003	ostta04g03410	AT5G01350
OG0006004	ostta02g03930	AT1G34000
OG0006005		
OG0006006		AT4G17960, AT5G46620
OG0006007	ostta07g03810	AT3G58460
OG0006008		AT5G42670, AT5G52070
OG0006009	ostta15g00880	AT3G55850
OG0006010	ostta09g03220	AT1G62190, AT2G22890, AT4G27030
OG0006011	ostta02g02150	AT1G19130
OG0006012		AT1G05350
OG0006013		AT1G27530
OG0006014		AT3G02760
OG0006015		AT1G47420
OG0006016	ostta17g02390	AT4G00030
OG0006017	ostta17g00920	AT1G21370
OG0006018		AT3G52120
OG0006019	ostta01g04010	AT2G28450
OG0006020		AT2G12550
OG0006021		AT2G46670, AT5G61380
OG0006022	ostta03g04310	AT2G02410
OG0006023	ostta05g00700	AT3G17300
OG0006024	ostta08g03050	AT1G03030
OG0006025		
OG0006026	ostta08g02690	AT2G37500
OG0006027	ostta02g02210	AT5G52910
OG0006028	ostta02g03570	AT5G40280
OG0006029	ostta06g02590	AT4G35540
OG0006030	ostta09g03260	AT1G64350
OG0006031		AT5G57120
OG0006032		AT3G17210, AT5G22580
OG0006033		AT3G54360
OG0006034	ostta14g00570	AT1G19370, AT1G75140
OG0006035	ostta01g01770	AT1G75340
OG0006036		AT1G10830
OG0006037		AT5G64930
OG0006038	ostta07g00360	AT1G64185, AT5G41650
OG0006039	ostta08g01895	AT5G08340, AT5G23330
OG0006040		AT5G46850
OG0006041		AT2G26340
OG0006042		AT1G52155
OG0006043	ostta11g00530	AT5G59980
OG0006044		AT2G45950, AT3G61415
OG0006045	ostta01g03920	AT1G67700
OG0006046		AT5G19680
OG0006047		AT5G06830
OG0006048	ostta01g04275	AT1G51160
OG0006049	ostta15g00250	AT3G11830
OG0006050	ostta06g00180	AT5G22370
OG0006051		AT1G28520, AT2G42400
OG0006052	ostta08g03580	AT4G30720
OG0006053		AT2G03070
OG0006054	ostta08g03980	AT4G28005, AT5G52840
OG0006055	ostta04g02720	AT4G36530
OG0006056	ostta05g03680	AT1G49590
OG0006057	ostta13g01030	AT1G65900
OG0006058	ostta13g01330	AT2G36145
OG0006059	ostta15g01340	AT2G41530
OG0006060		AT2G13370
OG0006061	ostta12g02180	AT1G54780
OG0006062		AT2G46915
OG0006063		AT1G68660
OG0006064	ostta05g01320	AT3G02060
OG0006065		AT2G41960, AT3G58050
OG0006066		AT3G10020
OG0006067		AT5G42890
OG0006068	ostta07g00550	AT4G16450
OG0006069		AT5G10010, AT5G64910
OG0006070	ostta02g03830	AT4G17830
OG0006071	ostta07g04500	AT1G23360
OG0006072	ostta07g01320	AT1G35170, AT1G35180, AT1G45010
OG0006073		AT2G38700, AT3G54250
OG0006074		AT4G25840, AT5G57440
OG0006075		AT5G63080
OG0006076	ostta04g05000	AT5G57370
OG0006077	ostta02g03880	AT5G24020
OG0006078	ostta04g04065	AT1G05385
OG0006079		AT2G21980, AT2G41350
OG0006080	ostta08g00420	AT2G39090
OG0006081	ostta16g01260	AT3G09580
OG0006082		AT1G73020
OG0006083		AT3G50910, AT5G66480
OG0006084	ostta06g02605	AT3G26710
OG0006085	ostta12g02570	AT2G47960
OG0006086	ostta08g02870	AT3G01920
OG0006087	ostta01g01520	AT5G43680
OG0006088	ostta12g03010	AT5G10070
OG0006089	ostta06g02050	AT1G42480
OG0006090		AT5G57030
OG0006091	ostta16g01795	AT4G37830
OG0006092		AT3G09180
OG0006093	ostta01g02630	AT3G07180
OG0006094		AT1G71865
OG0006095	ostta06g01350	AT1G32550
OG0006096	ostta09g03170	AT3G07670
OG0006097	ostta18g01580	AT5G64520
OG0006098		AT1G08780
OG0006099	ostta10g02470	AT5G19370
OG0006100	ostta08g00130	AT5G17070
OG0006101	ostta07g04020	
OG0006102	ostta04g03770	AT5G58740
OG0006103		AT4G32960, AT4G32970
OG0006104	ostta04g02310	AT3G26135, AT5G19840
OG0006105	ostta08g00720	AT1G59840
OG0006106		AT2G04900
OG0006107	ostta07g03800	AT5G27560
OG0006108	ostta04g04310	AT1G02870
OG0006109	ostta07g03885	AT5G55140
OG0006110	ostta03g05435	AT5G53800
OG0006111		AT1G05370, AT3G22410
OG0006112		AT3G49570, AT3G49580, AT5G24655, AT5G24660
OG0006113	ostta01g02480	AT1G14810
OG0006114		AT1G26330
OG0006115	ostta11g00740	
OG0006116	ostta03g02700	AT1G23770, AT1G23780, AT1G70360
OG0006117	ostta02g02780	
OG0006118	ostta03g04840	AT1G20065, AT3G25940
OG0006119	ostta03g05145, ostta03g05160	
OG0006120	ostta10g01500	AT5G01590
